WasteLog,gdp_inhab_log,region
6.7512184211619095,10.488395439281826,2
5.096262380063693,6.427927550915635,5
5.129306823813755,8.320423764987128,6
5.985873948794737,8.450480575312653,1
6.258912023978716,10.603502595247962,1
6.371611847231857,10.632259565736476,3
6.03476347150313,9.250797820057459,2
5.139145769652782,8.283676019674466,1
5.836388439204223,9.171128538783474,0
5.75902794888218,9.539101525898536,2
6.331448467685968,10.945880045547918,0
6.330023889921318,10.7925152009886,1
5.719262045504587,8.68750964108276,1
5.630064170161918,5.834108736331776,6
6.036891920572225,10.72962685534046,1
4.830072190317164,7.408191115348075,6
4.964242254526545,6.528849333059225,6
4.563305981889393,6.983178100627997,5
6.041396915856191,8.976264783092414,1
6.505709318919628,10.01200109218536,3
6.527168132139876,10.193929687508597,2
5.869720552199632,8.585688872657935,1
6.1137264266409375,8.738419706389912,1
5.646047424004963,8.403282897007445,2
7.143988781833901,10.488395439281826,4
5.337105293755297,7.822452742277728,2
5.9632708127372,9.30190445299683,2
6.436150368369428,9.712889237684491,2
6.238324625039508,10.355580488649041,0
5.093995569474415,8.087677164788015,5
4.660131744062066,9.03127470900272,6
5.505087603744301,5.806459392684825,6
6.561370070809889,10.847966439005498,4
6.585288506373142,11.24759179618221,1
6.992528319431221,10.488395439281826,1
5.961623705096961,9.675317640207412,2
5.037926154332159,8.844033475068093,0
5.3875637440622315,7.498110863604865,6
5.024077869792745,7.389934484158006,6
5.21330399222108,6.012638782339389,6
5.1437666066994385,8.587588279338053,6
5.571469387215492,8.974319259647954,2
4.771277668919018,6.668749078454392,6
5.556441886757492,8.194270740425438,6
5.729710096666117,9.188677415339923,2
5.477341827222697,8.900187691144566,2
5.085124146086995,10.488395439281826,2
6.922634039210606,10.488395439281826,2
6.146286430199352,9.94948859261741,1
5.760225818079412,9.99593910490104,1
6.439190613930656,10.742815379272418,1
5.04413454263666,7.850707077134639,3
5.2094315065395955,8.852271599967404,2
6.672197488885081,11.021028884422556,1
5.958424693029782,8.853338231657409,2
5.723094785688574,8.482336701173203,3
5.796422425904647,8.569688862658936,2
5.481222086602572,7.996694265087864,3
5.096568312087983,6.612908289359925,6
6.074978147335799,10.358735347972633,1
5.887713846114054,9.803714729937326,1
4.195847647552622,6.263664893709055,6
6.215967174459823,10.738929768827408,1
5.390987701389345,8.377986294974582,0
6.219217458979092,10.64824140337627,1
7.130842828728288,10.488395439281826,1
5.5180149874579465,7.946061853310749,0
5.394627046685445,9.765006789100628,6
6.185570560298898,10.653534544056734,1
5.376296407864626,8.315669243148534,1
5.107459478731796,7.713538941045587,6
6.225033563905774,10.488395439281826,1
4.309455941839047,7.081515290114184,6
5.000652296042854,6.718856137227793,6
5.103032143362223,6.398761310045116,6
5.096568312087983,9.41887452381306,6
6.222318298292089,10.018870822167079,1
5.638390255889149,9.085724545883641,2
6.779535469178228,10.812172231588892,1
5.139438861480548,8.059892536665181,2
6.786175043077368,10.392058978360858,0
5.485211785187126,8.27387244266321,2
6.657304763135683,10.51793967942881,0
5.473320542534312,7.671300343536535,2
5.977543091766937,9.584316188981022,1
5.3656956018779844,6.593537563268532,2
5.935211605557184,9.612734770277036,1
5.524257005164247,8.287963658025982,0
6.440866792636547,10.488395439281826,1
5.063670403975397,7.74182025540029,5
6.376743954556734,11.190788170354166,1
5.410708112127064,8.815059725726226,3
5.8994314916610175,8.686881956106005,3
7.370224344558034,10.813377845229255,1
6.469839290603464,10.44421667641008,3
6.1885720838713505,10.441769965035157,1
5.902633333401366,8.474502785835956,2
5.709466291124499,8.20608963148548,3
5.849094205816255,10.770734668124577,0
5.62945396536544,9.325060945300331,1
4.914931703582751,7.201170883281678,6
5.235856685205431,6.9720812775383845,1
4.28096243218686,7.016475145696379,0
5.7470973593421455,7.4307011548461235,0
6.408331077940589,9.66852126225625,2
5.886159585462559,10.155632469199405,0
6.371115997823129,10.771649451513111,3
3.9854593235013285,7.418780882750794,0
5.900089116016819,8.943670652323876,3
5.085619073095366,6.140229320373094,6
5.851483830803552,8.690161139283077,3
6.0844994130751715,9.036994810138161,2
6.787946442776723,10.488395439281826,1
4.829273276797001,8.234742743454307,5
3.647275904258861,7.324714080801516,6
6.10595327359268,9.664290200785276,1
6.439350371100098,11.616997420791298,1
6.07389670546144,9.58883160071581,1
6.427103155223694,10.86178415387397,0
6.2166061010848646,10.488395439281826,2
5.301611933497466,8.115434207139128,3
7.105359459307248,10.488395439281826,1
7.022128061886635,7.635487444290836,1
5.026443024301769,6.0330862217988015,6
6.249820790177934,9.082554726600115,5
6.0468756018715295,9.210541351778389,2
5.100902476306427,8.129289966717607,0
5.9499912989014065,8.566025259469594,1
4.804266916143749,6.732818388298943,6
6.435942013331691,10.221298895549417,3
4.629570072811626,7.38805571370524,0
6.281574918853118,8.922071460701511,1
6.8658076511743715,8.270555808686295,0
6.4090064364415955,9.876400488032463,0
4.531200665787917,6.30364409116015,6
4.871219958312758,7.371967168436062,6
5.851224990693394,9.192482871693286,6
4.373112017284307,6.266137364966123,6
6.064924094794276,9.33986750825632,0
5.10939406611952,9.167907706020829,6
5.966300573444433,10.488395439281826,0
5.356539103748161,6.822001292963229,6
5.192123170141633,7.992724928609088,6
5.588932632977259,7.642361051391253,2
6.26097628434972,10.869475275383213,1
6.046189446797229,11.419901320195567,1
4.127779338308338,6.531052539541625,5
6.164366881985445,9.174875875400268,0
6.588376119787101,10.532988080791897,0
6.0844994130751715,9.849542851537715,3
5.076485454658623,7.073617114737407,5
5.918678777382329,9.331230575383277,2
5.60138054103812,8.740856607577298,2
4.960183750600158,7.920486460755559,0
6.085387401384754,9.257126624894058,0
4.867072805452385,7.824433935603757,0
5.659377680679295,9.619962826332376,1
7.091658916958743,10.19562904199112,2
6.117744713018312,10.011530866270837,1
5.616443771373892,8.288413788483398,2
5.839856465469972,7.97546496291043,3
6.288638924743108,10.488395439281826,0
6.164366881985445,11.300973182148276,3
5.5135497065909105,9.220793546679218,1
6.040230901470153,9.354801689752096,1
5.910634029193433,6.606420430076569,6
6.238324625039508,9.992792464030229,3
4.307572448748934,7.586468793544479,6
5.076610283019789,6.99691019029303,6
7.22619446454034,10.884719974264424,0
5.7695077912733375,7.377540134298601,0
4.728979471714378,6.426213338709849,6
5.592813669307488,8.161377877889388,2
6.250477046836434,10.870418545618074,1
5.096568312087983,6.612908289359925,6
5.561911643470728,8.669539959458255,1
5.484091290392243,6.612908289359925,6
4.903569621781068,7.203219491875973,6
5.013564333602136,9.06027301071156,2
5.798850200828595,9.867909596479501,1
6.108691872830643,10.105583549954511,1
6.104056353843788,10.95410041431966,1
5.096568312087983,8.270591640063836,6
6.3000148553640605,9.587468417881079,6
5.380312014100664,6.612908289359925,3
4.747624153783025,6.970307453639101,6
5.03967616288067,6.381765254696374,6
5.971567915393526,8.687641202497673,0
5.391671088281245,6.942504471308956,1
4.545101659521972,8.905659976488886,1
3.9386649363745674,7.995889530918153,0
5.107459478731796,8.261459297381558,0
6.3082077251553414,9.693047963093477,2
5.494213043369109,8.382401576473608,3
5.993138145859991,9.57096570285162,1
5.887519695591318,8.170451605060745,0
5.74955220890039,10.488395439281826,0
5.24707670235444,6.860642706867944,6
5.307029307150058,6.6645748229309305,6
5.828003997954946,7.921637223489664,1
5.90868058562906,9.553547024287775,2
6.6981324098976565,10.88022350189943,4
4.90779013080408,7.649249668478472,1
5.667637028019848,8.804428664157212,2
5.793440346586737,8.900187691144566,2
6.930494765951626,10.488395439281826,2
7.234105027074757,10.488395439281826,2
4.710340683593631,7.543659924516987,0
5.563408678470003,7.963700121330844,0
4.990432586778736,8.277350990478975,0
5.182064409723787,8.283430960953886,1
5.172470656682061,6.071638015462737,3
5.879974171074619,9.004981481860918,6
5.214120207747281,7.547702084674102,6
4.76200298001488,7.078737791106098,6
